track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time
1,KBUF20220903_101351_V06,-27.856,0.085,214.353,423.032,6.840,-79.257,42.394,3420.099,20220903_061351
3,KBUF20220906_110857_V06,24.002,0.262,31.774,424.321,41.689,-80.365,42.377,20844.503,20220906_070857
3,KBUF20220906_111914_V06,34.285,0.853,29.030,405.806,44.392,-80.384,42.460,22195.837,20220906_071914
3,KBUF20220906_112931_V06,44.568,0.781,30.130,415.262,51.995,-80.376,42.418,25997.599,20220906_072931
3,KBUF20220906_113948_V06,54.852,0.604,29.815,411.431,53.985,-80.379,42.435,26992.448,20220906_073948
3,KBUF20220906_120021_V06,75.402,0.101,32.972,369.488,45.099,-80.365,42.624,22549.505,20220906_080021
2,KBUF20220906_103826_V06,-6.515,0.366,466.253,320.235,13.665,-77.720,42.853,6832.623,20220906_063826
4,KBUF20220906_110857_V06,24.002,0.074,344.956,262.021,5.016,-78.461,43.119,2507.996,20220906_070857
1,KBUF20220907_104643_V06,0.689,0.927,37.742,391.803,25.867,-80.333,42.524,12933.422,20220907_064643
1,KBUF20220907_110330_V06,17.472,0.918,43.826,402.481,48.353,-80.295,42.477,24176.586,20220907_070330
1,KBUF20220907_111201_V06,25.989,0.944,43.848,404.774,57.214,-80.294,42.466,28607.225,20220907_071201
1,KBUF20220907_112040_V06,34.639,0.954,47.903,411.179,63.485,-80.269,42.438,31742.353,20220907_072040
1,KBUF20220907_112911_V06,43.155,0.724,53.989,409.738,73.692,-80.232,42.445,36846.207,20220907_072911
1,KBUF20220908_110541_V06,18.576,0.455,42.155,409.759,40.698,-80.304,42.444,20349.201,20220908_070541
1,KBUF20220908_111420_V06,27.226,0.532,45.358,410.124,52.565,-80.285,42.442,26282.535,20220908_071420
1,KBUF20220908_112257_V06,35.843,0.502,47.205,396.880,66.386,-80.275,42.502,33193.067,20220908_072257
1,KBUF20220908_113136_V06,44.493,0.123,47.204,408.597,70.007,-80.273,42.449,35003.493,20220908_073136
2,KBUF20220909_110430_V06,16.314,0.231,50.055,376.687,46.870,-80.260,42.593,23434.902,20220909_070430
2,KBUF20220909_111309_V06,24.964,0.296,50.882,379.915,57.715,-80.254,42.579,28857.627,20220909_071309
2,KBUF20220909_112148_V06,33.614,0.119,53.318,387.476,62.550,-80.239,42.545,31274.825,20220909_072148
1,KBUF20220909_102956_V06,-18.253,0.058,218.589,421.244,8.286,-79.231,42.402,4143.118,20220909_062956
1,KBUF20220910_101945_V06,-29.515,0.119,215.994,420.793,4.523,-79.247,42.404,2261.379,20220910_061945
1,KBUF20220910_102824_V06,-20.865,0.237,216.356,421.310,12.740,-79.245,42.401,6369.772,20220910_062824
3,KBUF20220910_103703_V06,-12.215,0.061,385.493,364.728,40.420,-78.216,42.656,20210.196,20220910_063703
4,KBUF20220910_110258_V06,13.701,0.509,345.438,416.672,9.123,-78.461,42.423,4561.434,20220910_070258
2,KBUF20220911_110732_V06,17.189,0.406,28.052,148.071,39.197,-80.422,43.620,19598.288,20220911_070732
1,KBUF20220914_112245_V06,29.163,0.078,192.136,331.740,15.239,-79.396,42.804,7619.394,20220914_072245
4,KBUF20220915_110152_V06,7.196,0.793,179.495,306.832,16.057,-79.475,42.915,8028.624,20220915_070152
4,KBUF20220915_111210_V06,17.496,0.724,179.829,303.428,20.409,-79.473,42.931,10204.742,20220915_071210
4,KBUF20220915_112228_V06,27.796,0.531,180.101,314.000,29.278,-79.471,42.883,14639.107,20220915_072228
4,KBUF20220915_113246_V06,38.096,0.457,177.442,314.747,32.302,-79.487,42.880,16150.842,20220915_073246
4,KBUF20220915_114303_V06,48.380,0.073,181.509,307.392,28.800,-79.463,42.913,14400.068,20220915_074303
4,KBUF20220915_120338_V06,68.963,0.056,182.751,311.706,25.412,-79.455,42.894,12706.200,20220915_080338
3,KBUF20220915_110152_V06,7.196,0.948,445.134,364.986,25.997,-77.852,42.653,12998.537,20220915_070152
3,KBUF20220915_111210_V06,17.496,0.862,444.345,363.781,31.298,-77.857,42.658,15648.960,20220915_071210
3,KBUF20220915_112228_V06,27.796,0.763,445.124,365.150,35.341,-77.852,42.652,17670.625,20220915_072228
3,KBUF20220915_113246_V06,38.096,0.482,439.274,359.511,29.883,-77.887,42.678,14941.658,20220915_073246
5,KBUF20220915_110152_V06,7.196,0.484,433.899,326.588,18.212,-77.918,42.826,9105.991,20220915_070152
1,KBUF20220916_103112_V06,-24.555,0.123,218.073,421.337,6.180,-79.235,42.401,3089.983,20220916_063112
1,KBUF20220916_103636_V06,-19.155,0.132,218.027,421.818,12.864,-79.235,42.399,6431.935,20220916_063636
2,KBUF20220916_104724_V06,-8.355,0.058,440.238,313.405,2.424,-77.879,42.885,1212.120,20220916_064724
1,KBUF20220917_112515_V06,28.409,0.144,85.074,222.252,68.705,-80.061,43.291,34352.600,20220917_072515
1,KBUF20220917_113354_V06,37.059,0.095,87.197,225.707,74.760,-80.048,43.275,37379.911,20220917_073354
5,KBUF20220918_110255_V06,4.988,0.053,218.830,422.004,8.188,-79.230,42.398,4094.082,20220918_070255
5,KBUF20220919_103733_V06,-21.469,0.129,216.403,422.019,5.476,-79.245,42.398,2737.926,20220919_063733
7,KBUF20220919_110358_V06,4.948,0.089,275.135,226.394,8.068,-78.890,43.280,4034.134,20220919_070358
10,KBUF20220919_112421_V06,25.331,0.067,215.515,111.101,25.067,-79.262,43.798,12533.388,20220919_072421
16,KBUF20220919_122124_V06,82.381,0.085,246.654,174.505,7.855,-79.067,43.513,3927.599,20220919_082124
2,KBUF20220920_110201_V06,1.905,0.466,196.485,308.603,13.382,-79.371,42.908,6691.103,20220920_070201
2,KBUF20220920_111041_V06,10.572,0.177,195.543,307.563,20.322,-79.377,42.913,10161.176,20220920_071041
6,KBUF20220920_120234_V06,62.455,0.075,304.948,419.923,65.685,-78.707,42.409,32842.453,20220920_080234
6,KBUF20220920_121114_V06,71.122,0.052,308.978,421.199,74.094,-78.682,42.403,37046.752,20220920_081114
3,KBUF20220921_104300_V06,-18.206,0.544,438.289,316.532,7.067,-77.891,42.871,3533.554,20220921_064300
3,KBUF20220921_104824_V06,-12.806,0.777,439.341,315.622,11.176,-77.884,42.875,5588.072,20220921_064824
1,KBUF20220921_103203_V06,-29.156,0.111,218.180,420.292,3.296,-79.234,42.406,1648.211,20220921_063203
5,KBUF20220922_110237_V06,0.314,0.055,27.243,471.921,36.774,-80.387,42.163,18386.822,20220922_070237
5,KBUF20220922_110949_V06,7.514,0.169,27.646,475.565,43.534,-80.384,42.146,21766.760,20220922_070949
5,KBUF20220922_111648_V06,14.498,0.058,34.233,479.895,47.024,-80.344,42.128,23512.175,20220922_071648
5,KBUF20220922_112334_V06,21.264,0.063,35.822,489.897,44.862,-80.333,42.083,22431.248,20220922_072334
7,KBUF20220922_111648_V06,14.498,0.066,317.039,321.284,11.846,-78.633,42.853,5922.955,20220922_071648
7,KBUF20220922_112334_V06,21.264,0.246,318.643,318.353,22.944,-78.623,42.866,11471.926,20220922_072334
7,KBUF20220922_113018_V06,27.998,0.139,339.161,326.235,15.239,-78.497,42.830,7619.495,20220922_073018
2,KBUF20220922_104816_V06,-14.036,0.227,220.079,385.414,5.674,-79.224,42.563,2836.975,20220922_064816
4,KBUF20220922_110237_V06,0.314,0.103,320.088,341.563,32.218,-78.614,42.761,16109.200,20220922_070237
10,KBUF20220922_120302_V06,60.731,0.095,378.286,389.912,17.663,-78.260,42.543,8831.411,20220922_080302
13,KBUF20220922_121608_V06,73.831,0.059,210.944,518.820,36.451,-79.274,41.962,18225.700,20220922_081608
1,KBUF20220923_103443_V06,-28.685,0.058,220.501,423.123,6.847,-79.220,42.393,3423.750,20220923_063443
2,KBUF20220901_102034_V06,-18.973,0.777,58.699,396.927,12.951,-80.205,42.503,6475.323,20220901_062034
2,KBUF20220901_103051_V06,-8.690,0.896,69.466,406.438,27.904,-80.138,42.461,13952.143,20220901_063051
2,KBUF20220901_104107_V06,1.577,0.657,79.579,419.111,40.840,-80.076,42.405,20419.853,20220901_064107
2,KBUF20220901_110141_V06,22.143,0.098,79.643,415.987,46.414,-80.076,42.419,23207.065,20220901_070141
1,KBUF20220901_101018_V06,-29.240,0.064,215.968,423.412,7.983,-79.247,42.392,3991.707,20220901_061018
3,KBUF20220901_103051_V06,-8.690,0.067,232.360,277.789,6.085,-79.152,43.048,3042.423,20220901_063051
1,KBUF20220902_102645_V06,-13.873,0.185,49.475,380.048,19.512,-80.263,42.578,9755.871,20220902_062645
1,KBUF20220902_103703_V06,-3.573,0.758,47.769,382.606,32.192,-80.273,42.566,16095.927,20220902_063703
1,KBUF20220902_104719_V06,6.693,0.832,48.155,384.285,45.627,-80.270,42.559,22813.670,20220902_064719
1,KBUF20220902_110753_V06,27.260,0.857,47.725,386.049,60.860,-80.273,42.551,30429.898,20220902_070753
1,KBUF20220902_111810_V06,37.543,0.803,49.769,382.143,76.447,-80.261,42.569,38223.396,20220902_071810
1,KBUF20220902_112826_V06,47.810,0.670,52.471,370.212,84.078,-80.246,42.623,42038.805,20220902_072826
1,KBUF20220902_113843_V06,58.093,0.109,44.696,346.080,81.092,-80.296,42.731,40546.202,20220902_073843
1,KBUF20220902_114900_V06,68.377,0.133,50.867,331.103,82.038,-80.260,42.798,41018.939,20220902_074900
3,KBUF20220902_104719_V06,6.693,0.053,116.856,195.648,27.171,-79.868,43.413,13585.394,20220902_064719
3,KBUF20220902_110753_V06,27.260,0.072,161.188,201.060,66.000,-79.594,43.391,32999.781,20220902_070753
2,KBUF20220902_102645_V06,-13.873,0.055,270.767,86.099,11.701,-78.919,43.911,5850.437,20220902_062645
4,KBUF20220902_111810_V06,37.543,0.199,340.922,104.765,28.856,-78.483,43.827,14427.933,20220902_071810
5,KBUF20220902_113843_V06,58.093,0.329,50.823,437.525,57.132,-80.248,42.320,28565.813,20220902_073843
2,KBUF20220903_103038_V06,-11.073,0.703,59.823,379.511,20.702,-80.200,42.581,10351.222,20220903_063038
2,KBUF20220903_103902_V06,-2.673,0.935,66.269,378.183,28.825,-80.161,42.588,14412.279,20220903_063902
2,KBUF20220903_104740_V06,5.961,0.785,71.868,378.080,35.586,-80.127,42.589,17793.199,20220903_064740
2,KBUF20220903_110455_V06,23.211,0.785,72.725,372.749,61.866,-80.122,42.613,30933.135,20220903_070455
2,KBUF20220903_111334_V06,31.861,0.699,77.980,371.937,73.154,-80.090,42.617,36576.834,20220903_071334
2,KBUF20220903_112213_V06,40.511,0.731,84.404,362.385,86.701,-80.052,42.660,43350.318,20220903_072213
2,KBUF20220903_113051_V06,49.144,0.116,90.051,359.152,95.061,-80.018,42.675,47530.575,20220903_073051
1,KBUF20220903_101351_V06,-27.856,0.085,214.353,423.032,6.840,-79.257,42.394,3420.099,20220903_061351
3,KBUF20220906_110857_V06,24.002,0.262,31.774,424.321,41.689,-80.365,42.377,20844.503,20220906_070857
3,KBUF20220906_111914_V06,34.285,0.853,29.030,405.806,44.392,-80.384,42.460,22195.837,20220906_071914
3,KBUF20220906_112931_V06,44.568,0.781,30.130,415.262,51.995,-80.376,42.418,25997.599,20220906_072931
3,KBUF20220906_113948_V06,54.852,0.604,29.815,411.431,53.985,-80.379,42.435,26992.448,20220906_073948
3,KBUF20220906_120021_V06,75.402,0.101,32.972,369.488,45.099,-80.365,42.624,22549.505,20220906_080021
2,KBUF20220906_103826_V06,-6.515,0.366,466.253,320.235,13.665,-77.720,42.853,6832.623,20220906_063826
4,KBUF20220906_110857_V06,24.002,0.074,344.956,262.021,5.016,-78.461,43.119,2507.996,20220906_070857
1,KBUF20220907_104643_V06,0.689,0.927,37.742,391.803,25.867,-80.333,42.524,12933.422,20220907_064643
1,KBUF20220907_110330_V06,17.472,0.918,43.826,402.481,48.353,-80.295,42.477,24176.586,20220907_070330
1,KBUF20220907_111201_V06,25.989,0.944,43.848,404.774,57.214,-80.294,42.466,28607.225,20220907_071201
1,KBUF20220907_112040_V06,34.639,0.954,47.903,411.179,63.485,-80.269,42.438,31742.353,20220907_072040
1,KBUF20220907_112911_V06,43.155,0.724,53.989,409.738,73.692,-80.232,42.445,36846.207,20220907_072911
1,KBUF20220908_110541_V06,18.576,0.455,42.155,409.759,40.698,-80.304,42.444,20349.201,20220908_070541
1,KBUF20220908_111420_V06,27.226,0.532,45.358,410.124,52.565,-80.285,42.442,26282.535,20220908_071420
1,KBUF20220908_112257_V06,35.843,0.502,47.205,396.880,66.386,-80.275,42.502,33193.067,20220908_072257
1,KBUF20220908_113136_V06,44.493,0.123,47.204,408.597,70.007,-80.273,42.449,35003.493,20220908_073136
2,KBUF20220909_110430_V06,16.314,0.231,50.055,376.687,46.870,-80.260,42.593,23434.902,20220909_070430
2,KBUF20220909_111309_V06,24.964,0.296,50.882,379.915,57.715,-80.254,42.579,28857.627,20220909_071309
2,KBUF20220909_112148_V06,33.614,0.119,53.318,387.476,62.550,-80.239,42.545,31274.825,20220909_072148
1,KBUF20220909_102956_V06,-18.253,0.058,218.589,421.244,8.286,-79.231,42.402,4143.118,20220909_062956
1,KBUF20220910_101945_V06,-29.515,0.119,215.994,420.793,4.523,-79.247,42.404,2261.379,20220910_061945
1,KBUF20220910_102824_V06,-20.865,0.237,216.356,421.310,12.740,-79.245,42.401,6369.772,20220910_062824
3,KBUF20220910_103703_V06,-12.215,0.061,385.493,364.728,40.420,-78.216,42.656,20210.196,20220910_063703
4,KBUF20220910_110258_V06,13.701,0.509,345.438,416.672,9.123,-78.461,42.423,4561.434,20220910_070258
2,KBUF20220911_110732_V06,17.189,0.406,28.052,148.071,39.197,-80.422,43.620,19598.288,20220911_070732
1,KBUF20220914_112245_V06,29.163,0.078,192.136,331.740,15.239,-79.396,42.804,7619.394,20220914_072245
4,KBUF20220915_110152_V06,7.196,0.793,179.495,306.832,16.057,-79.475,42.915,8028.624,20220915_070152
4,KBUF20220915_111210_V06,17.496,0.724,179.829,303.428,20.409,-79.473,42.931,10204.742,20220915_071210
4,KBUF20220915_112228_V06,27.796,0.531,180.101,314.000,29.278,-79.471,42.883,14639.107,20220915_072228
4,KBUF20220915_113246_V06,38.096,0.457,177.442,314.747,32.302,-79.487,42.880,16150.842,20220915_073246
4,KBUF20220915_114303_V06,48.380,0.073,181.509,307.392,28.800,-79.463,42.913,14400.068,20220915_074303
4,KBUF20220915_120338_V06,68.963,0.056,182.751,311.706,25.412,-79.455,42.894,12706.200,20220915_080338
3,KBUF20220915_110152_V06,7.196,0.948,445.134,364.986,25.997,-77.852,42.653,12998.537,20220915_070152
3,KBUF20220915_111210_V06,17.496,0.862,444.345,363.781,31.298,-77.857,42.658,15648.960,20220915_071210
3,KBUF20220915_112228_V06,27.796,0.763,445.124,365.150,35.341,-77.852,42.652,17670.625,20220915_072228
3,KBUF20220915_113246_V06,38.096,0.482,439.274,359.511,29.883,-77.887,42.678,14941.658,20220915_073246
5,KBUF20220915_110152_V06,7.196,0.484,433.899,326.588,18.212,-77.918,42.826,9105.991,20220915_070152
1,KBUF20220916_103112_V06,-24.555,0.123,218.073,421.337,6.180,-79.235,42.401,3089.983,20220916_063112
1,KBUF20220916_103636_V06,-19.155,0.132,218.027,421.818,12.864,-79.235,42.399,6431.935,20220916_063636
2,KBUF20220916_104724_V06,-8.355,0.058,440.238,313.405,2.424,-77.879,42.885,1212.120,20220916_064724
1,KBUF20220917_112515_V06,28.409,0.144,85.074,222.252,68.705,-80.061,43.291,34352.600,20220917_072515
1,KBUF20220917_113354_V06,37.059,0.095,87.197,225.707,74.760,-80.048,43.275,37379.911,20220917_073354
5,KBUF20220918_110255_V06,4.988,0.053,218.830,422.004,8.188,-79.230,42.398,4094.082,20220918_070255
5,KBUF20220919_103733_V06,-21.469,0.129,216.403,422.019,5.476,-79.245,42.398,2737.926,20220919_063733
7,KBUF20220919_110358_V06,4.948,0.089,275.135,226.394,8.068,-78.890,43.280,4034.134,20220919_070358
10,KBUF20220919_112421_V06,25.331,0.067,215.515,111.101,25.067,-79.262,43.798,12533.388,20220919_072421
16,KBUF20220919_122124_V06,82.381,0.085,246.654,174.505,7.855,-79.067,43.513,3927.599,20220919_082124
2,KBUF20220920_110201_V06,1.905,0.466,196.485,308.603,13.382,-79.371,42.908,6691.103,20220920_070201
2,KBUF20220920_111041_V06,10.572,0.177,195.543,307.563,20.322,-79.377,42.913,10161.176,20220920_071041
6,KBUF20220920_120234_V06,62.455,0.075,304.948,419.923,65.685,-78.707,42.409,32842.453,20220920_080234
6,KBUF20220920_121114_V06,71.122,0.052,308.978,421.199,74.094,-78.682,42.403,37046.752,20220920_081114
3,KBUF20220921_104300_V06,-18.206,0.544,438.289,316.532,7.067,-77.891,42.871,3533.554,20220921_064300
3,KBUF20220921_104824_V06,-12.806,0.777,439.341,315.622,11.176,-77.884,42.875,5588.072,20220921_064824
1,KBUF20220921_103203_V06,-29.156,0.111,218.180,420.292,3.296,-79.234,42.406,1648.211,20220921_063203
5,KBUF20220922_110237_V06,0.314,0.055,27.243,471.921,36.774,-80.387,42.163,18386.822,20220922_070237
5,KBUF20220922_110949_V06,7.514,0.169,27.646,475.565,43.534,-80.384,42.146,21766.760,20220922_070949
5,KBUF20220922_111648_V06,14.498,0.058,34.233,479.895,47.024,-80.344,42.128,23512.175,20220922_071648
5,KBUF20220922_112334_V06,21.264,0.063,35.822,489.897,44.862,-80.333,42.083,22431.248,20220922_072334
7,KBUF20220922_111648_V06,14.498,0.066,317.039,321.284,11.846,-78.633,42.853,5922.955,20220922_071648
7,KBUF20220922_112334_V06,21.264,0.246,318.643,318.353,22.944,-78.623,42.866,11471.926,20220922_072334
7,KBUF20220922_113018_V06,27.998,0.139,339.161,326.235,15.239,-78.497,42.830,7619.495,20220922_073018
2,KBUF20220922_104816_V06,-14.036,0.227,220.079,385.414,5.674,-79.224,42.563,2836.975,20220922_064816
4,KBUF20220922_110237_V06,0.314,0.103,320.088,341.563,32.218,-78.614,42.761,16109.200,20220922_070237
10,KBUF20220922_120302_V06,60.731,0.095,378.286,389.912,17.663,-78.260,42.543,8831.411,20220922_080302
13,KBUF20220922_121608_V06,73.831,0.059,210.944,518.820,36.451,-79.274,41.962,18225.700,20220922_081608
1,KBUF20220923_103443_V06,-28.685,0.058,220.501,423.123,6.847,-79.220,42.393,3423.750,20220923_063443
